,Retail and Food Services Sales,Commercial_Credit_Index,Real personal consumption expenditures,Real Personal Income,Consumer_Credit_Index,Total Business Inventories,Real personal income ex transfer receipts,Avg_Hourly_Earnings_Employment,Real Manu. and Trade Industries Sales,Securities in Bank Credit at All Commercial Banks,CPI : All Items,Un lled Orders for Durable Goods,Real M2 Money Stock,Personal Cons. Expend.: Chain Index,PPI_Index,New Orders for Durable Goods,IP Index,Stock_Market_Performance_Index,Civilian Employment,IP_Prod_Equipment_Index,Civilian Labor Force,IP_Materials_Index,IP: Fuels,IP_Final_Products_Index,Tertiary_Sector_Index,Public_Sector_Employment,Monetary_Aggregates_Index,IP: Consumer_Goods_Index,Consumer_Spending_Index,"Crude Oil, spliced WTI and Cushing",Banking_Reserves_Index,Average Duration of Unemployment (Weeks),Help-Wanted Index for United States,Avg_weekly_hours_Employment,Canada / U.S. Foreign Exchange Rate,Nonrevolving consumer credit to Personal Income,Spread_Index,Initial Claims,Ratio of Help Wanted/No. Unemployed,Civilian Unemployment Rate,New Private Housing Permits (SAAR),Primary_Sector_Employment,Stock_Market_Valuation_Index,Credit_Market_Index,Housing Starts: Total New Privately Owned,Capacity Utilization: Manufacturing,Short_Term_Rate_Index,Long_Term_Rate_Index,U.S. / U.K. Foreign Exchange Rate,Secondary_Sector_Employment,Switzerland / U.S. Foreign Exchange Rate,Japan / U.S. Foreign Exchange Rate,Total Business: Inventories to Sales Ratio,PCE
1994-10-01,-0.0772713644304456,-0.2816914256705037,-0.0422041136732657,-0.0599496160869137,-0.3676626354595241,0.0373625434527441,-0.0561328446542344,0.0497686369899464,0.0464920234581482,-0.2696485232068803,0.1756852333199381,-0.1715098142963688,-0.374987556339554,0.2585688757204067,0.0791449371159705,0.3021772763746745,0.1461528825595036,-0.4142633818807837,0.3331448831345483,0.1452011331208363,0.3173325851478007,0.2210864784536025,-0.0918585213201827,0.270459794918775,2.157766380271927,0.4124918172251212,-0.2632524519023234,0.4571210630373303,1.8883676642215328,-0.5142182010460215,-0.4869948554678245,0.0533825745828996,0.0899738699066192,1.5867995611823074,1.1871021534060449,-1.6714436921800075,1.349913217132359,-0.180942067102733,-0.1485879355984212,-0.2442391040795775,0.0527742666388466,-0.7404435033894722,-0.0633404917485488,0.4495615612848708,-0.005294745025695,1.054825141380939,0.423543507589891,0.7310010450713773,-0.6372273787731977,1.798182536691567,-0.6235958803382495,-0.9407170775033612,-0.2304924444499838,-0.1454466206258443
1995-01-01,-0.0861191279375138,-0.2533880883555445,-0.034556525270592,-0.0329404468251323,-0.3519899370943971,0.0684616626297327,-0.0271982681319799,0.0615307120219534,0.0439897988095068,-0.2869642686619024,0.1880625967501286,-0.1689993223181482,-0.379378784687236,0.2680548334229692,0.1064889876371377,0.3084735814629549,0.1520376707441488,-0.3715727655090645,0.3386568795296465,0.1577740219910945,0.322206951977208,0.2182118189570087,-0.039696460626994,0.2793847847748631,2.243872059301601,0.4206013994036646,-0.2553582517479015,0.45728721682749,1.9171102297576543,-0.4670349327884011,-0.4787064774250258,-0.0144588720165652,-0.0409524370451481,1.1408409246310038,1.2908204299015884,-1.606473817404941,0.3263799614866868,-0.083465225646323,-0.228121823969446,-0.3048890829449757,-0.3899046147067426,-0.7582356916962788,-0.1735757069534587,0.2535545740809679,-0.5478821566990911,0.8923240012680659,0.3732417144225583,0.4917507362925828,-0.5275225125177228,1.8391877834144967,-0.7716050813571186,-1.0382039272700443,0.1147913615271478,-0.1382474218116952
1995-04-01,-0.0513495366699155,-0.2376900900711086,-0.0077159335481601,-0.0240392528554447,-0.3253989234687378,0.0995499593721255,-0.0136806837077099,0.0736134961980679,0.0714250325936908,-0.2679202628222602,0.2035770733008082,-0.1623410862194816,-0.3570374030645894,0.2800533012478778,0.1217046171075049,0.291563775094296,0.1753335980258638,-0.3249961271800209,0.3287978783313259,0.1890438285539929,0.3180847024620077,0.22220406278355,-0.1187780879137635,0.308871132435609,2.33086705213339,0.4182302801015687,-0.2312388660031144,0.4681330258999461,1.922198396115232,-0.4714477564383943,-0.4457416067916173,-0.2044149224950669,-0.1383220014588576,0.7989856333533615,1.1272325248629746,-1.5302036005636084,-0.2166861635111898,0.0651798111787009,-0.3606498536718606,-0.1835891252141793,-0.1841891345520276,-0.7879648459582766,-0.253466046260104,-0.0131481440380026,-0.4069105965159739,0.7715461268598524,0.3658966862901051,0.2362446574004367,-0.5642339934887506,1.830559458153102,-0.7750368016698452,-1.092990115692071,0.0490182767243658,-0.1225390898876325
1995-07-01,-0.0437304752763889,-0.2214928279308134,-0.004208099220063,-0.004758898451166,-0.3113504248723238,0.1144048898716543,0.0071295404844422,0.0864913667337345,0.082728937086532,-0.2618273873932962,0.2140261856499636,-0.1470199332234512,-0.3441562829447943,0.2908252083083525,0.1314022896307167,0.3976843346535599,0.2054066655641329,-0.2798292411654643,0.3457531720233983,0.2246967132178925,0.3385662363531188,0.2233302136902967,-0.0091575682197916,0.346105935915361,2.390411644337212,0.4153055314520151,-0.2200667678513968,0.5123080795809325,1.9360986033232328,-0.477897267926846,-0.434235756948651,-0.1637100545353881,-0.038751994911505,0.8943368038624734,0.9678977465935265,-1.4972648910898263,-0.140471355381245,0.0408820647746105,-0.2995676027237476,-0.1835891252141793,0.1178741021308451,-0.8080260209292242,-0.3102997194608681,0.0202128675538527,-0.1149325105984012,0.7693501655069738,0.3050865405448199,0.263500649171256,-0.651462447727731,1.8598844130843204,-0.7271049711294694,-0.927001168922756,-0.0109004164205724,-0.110948961448288
1995-10-01,-0.0305745888560185,-0.2136895519051503,0.0115235383904438,0.0050666368495258,-0.3028191305038653,0.120795901083019,0.0162196506837138,0.0910040700936254,0.102207035869398,-0.2679343852637063,0.2219130043317057,-0.1358976137144816,-0.3367176131837027,0.2998246673240558,0.1247287436400077,0.4280560891869874,0.2141722503127273,-0.2766428644160903,0.3444915699018522,0.2304756539876697,0.3382872424876578,0.2213562043104393,-0.0374878043282204,0.3414086949531519,2.45462890078422,0.4207070900431958,-0.2113643498535546,0.494991258357562,1.943953123285303,-0.4504019821076573,-0.4283667682581209,-0.1501417652154949,0.1218802808444449,0.5567987613633627,1.070465796014584,-1.429892655767913,-0.232682462068444,0.0580334151774978,-0.1712191080765148,-0.1835891252141793,0.1725579639441238,-0.7919414152865856,-0.3385355314376593,-0.1310489356711784,-0.1617508849510423,0.569118416694676,0.2059400225263897,0.0881319238444346,-0.6908579917469009,1.842825941624889,-0.7261002127603237,-0.9009464742816484,-0.1259621080435901,-0.1018317004316091
1996-01-01,0.0046204878409335,-0.2065511291446088,0.0429215470076415,0.0404716520868966,-0.2768027046161804,0.1261435837671716,0.0512766789231355,0.0994008841449368,0.119612444364515,-0.265953269306861,0.2400234759091935,-0.0980075303768691,-0.3287032283914736,0.3126711555489664,0.0986438544762529,0.4554582022262693,0.2353840501351842,-0.2182430422930289,0.3716464087850298,0.2504996434963264,0.3607420517581431,0.2309983276723723,0.0414651372597972,0.3568449096866461,2.5263618803252044,0.43023916940338,-0.200874067147443,0.4936686456639718,1.9799259909310476,-0.3716500523539313,-0.4700026872913459,-0.0144588720165652,-0.0040950313066254,0.6867085783103501,1.030973604778272,-1.4642335207065569,-0.223127900018299,0.1803797147180945,-0.2389108428303244,-0.2442391040795775,0.1595379968457241,-0.8152887088745633,-0.3415062616317109,0.0090608480197833,-0.0098966472003695,0.4017262717503979,0.2273341229388372,0.1869785606089917,-0.740019885975984,1.8436176607825467,-0.6969627224342778,-0.839861200015461,-0.0777785365759166,-0.0827481621137975
1996-04-01,0.0015108634005824,-0.2051635830730067,0.0519979560449628,0.0521572259140703,-0.2474169969819982,0.1391150523003862,0.0856097080314878,0.1272844578396084,0.1360626044625437,-0.2629761309093248,0.2552508086615628,-0.0801042703742731,-0.3443064186099477,0.323083616957208,0.1264390520856151,0.4509575975543035,0.3069019980581629,-0.2099237208147073,0.4158337205665778,0.3337160640275357,0.3811930082413634,0.2969149762215309,0.0779982494664819,0.4346601790546417,2.7185393317257924,0.4427035100119927,-0.2703454823715254,0.5720544360238801,1.9525968199420167,-0.4025398179038841,-0.5057504402068004,0.0262459959431137,0.072370332837474,1.148279727165522,1.0525892864291275,-1.3975755705374984,0.5241230782577352,-0.0723168478844462,-0.128451003166682,-0.3655390618103745,0.1387060494882846,-0.8686576529262056,-0.3332616158947091,0.1751513930846196,0.1098890949520726,0.6150339722548248,0.2076348373422865,0.2998635932887429,-0.6818705271019159,1.921822066526568,-0.6609950521745065,-0.821952545137374,-0.1700116504105385,-0.0517346467200138
1996-07-01,0.0184428439993986,-0.1857696634374873,0.0638669837038344,0.0695626187391882,-0.229934490115299,0.14947918173114,0.0954299147332624,0.1420607954180803,0.1720477334600692,-0.2662249311453337,0.2624120455363291,-0.075455656164154,-0.3358140013646797,0.3331521526883173,0.0634251903469693,0.4649094060101523,0.3448599126782665,-0.1910039047495152,0.4367206711745608,0.3778403682064341,0.4051069711626159,0.3481594095928142,0.0825397645112535,0.462051998113701,2.806258939610119,0.4525853947572977,-0.2640332660375959,0.5750135898847636,1.955003207686111,-0.2823752354348367,-0.490269148697331,-0.0823003186160301,0.0635685643029014,1.2463236874117245,1.0825226919343431,-1.369647200012284,0.2836913008003274,-0.0691724336439168,-0.1056503830788773,-0.4261890406757727,0.0423582929601269,-0.9401073621823776,-0.3105915795077716,0.1533484876676089,0.1101885612470022,0.6192262621103167,0.13475378107281,0.2455473168142556,-0.6234436757258521,1.9537152115390348,-0.6868857694962035,-0.8060607397958764,-0.2052332253381531,-0.0521232519005936
1996-10-01,0.0453385654334852,-0.1618837851458956,0.0816654839903064,0.0776123122249707,-0.2156263118791239,0.1568956955416846,0.1023950909878145,0.1546185381873012,0.1906825020359601,-0.2676818845266933,0.2880059073909026,-0.0401021605269016,-0.3332320764564657,0.3533661078165762,0.1540230874183213,0.4364947976329231,0.3802641060137165,-0.1397996778151971,0.4491317254307252,0.4193746496101033,0.4259503646779723,0.402190110062622,0.1104978262159388,0.4961799767226187,2.932599851046356,0.4527016611684596,-0.2568768010503061,0.6045250188792552,1.984162819077005,-0.2348525192041398,-0.5046297256094417,-0.2451197904547459,0.1147288439101046,1.4721951504374655,0.9778378792422306,-1.3823594428096162,-0.1891837065016068,-0.0077134280335704,-0.1358055225194768,-0.3048890829449757,0.0918341679340457,-0.923588221859994,-0.2842275959591002,-0.053165920326108,-0.034387973160052,0.6162916592114716,0.1828833271595548,0.1737469069331429,-0.4064595993813145,2.0460655121129774,-0.6204765043156901,-0.7729837304178505,-0.3920960342587878,-0.0334423412145804
1997-01-01,0.0532853226495665,-0.1424999296943412,0.0930838980500017,0.0692349793287681,-0.1964203358522943,0.168169389728304,0.1382609411558956,0.1702706719723038,0.2688902676535722,-0.2535978362504513,0.2967964064326701,-0.0344032149205482,-0.3254064522129418,0.3625384478072054,0.1391595918202706,0.5039883959096686,0.4498664114273595,-0.1050160896906072,0.4791180766543507,0.4924115867111046,0.4445406927113964,0.4744052152583946,0.1535453466593282,0.5627366289507765,3.02466933132016,0.4590896061047978,-0.2511069577586342,0.6623019779162194,1.9952013793407817,-0.3842096273577582,-0.5207376037041803,-0.2586880797746388,0.1675394551175403,1.654607014981527,1.0339680294663531,-1.3881791687121348,-0.0147849267458027,-0.2026671109463903,-0.0311460558790189,-0.4261890406757727,0.1569340034260442,-0.8642717340749697,-0.2969523875569907,0.0402269812776434,0.1344561926081405,0.7484685693696214,0.1999546478492601,0.2689343721299285,-0.5046466042230947,2.180129175072635,-0.5233911686978759,-0.7010409145741423,-0.5588108258147155,-0.0193008164451508
1997-04-01,0.0576806218343439,-0.1169531058455537,0.1062480350232303,0.1248153292163775,-0.1935753049680174,0.1924444015812765,0.1617777278597369,0.1814899748444981,0.3155548338409248,-0.2418935258084582,0.3002710307691248,-0.0230183429745516,-0.309153175492837,0.3659431245974147,0.1191914158381558,0.5745245951399728,0.4837758690251978,-0.0446816582215777,0.4977798526165787,0.539083095714335,0.4538374428577842,0.4989536467159396,0.179098898666046,0.592356857246498,3.1616533435595877,0.4694145105944801,-0.243790603347051,0.6542784270234856,1.930815834216004,-0.4459891584576639,-0.504523734369068,-0.2586880797746388,0.2231006189920298,1.3019675596159936,1.2048697592299369,-1.4142918363769812,-0.1941123908588579,-0.1677926984605193,0.0683205375047429,-0.5474889984065697,0.0683982271569263,-0.7905960779183266,-0.2868263462318879,-0.0139855256330218,0.2113709296012111,0.6611291973802094,0.1704633634157059,0.1968274976438144,-0.468752420380132,2.316196510469323,-0.5371863416207935,-0.7984623318457482,-0.4449866319456252,-0.0146132147697278
1997-07-01,0.0836912909658914,-0.0914261367346443,0.1349312536894492,0.1566940519473306,-0.190928607667959,0.2067546280444067,0.1972565784746838,0.1967616535721337,0.3480840350462381,-0.2282983694876076,0.3119712370056104,0.0002835543148571,-0.2878958717917712,0.3734307001431959,0.105356571594954,0.6170479593989855,0.5627161026095661,-0.006741863217864,0.5185457728817774,0.6161566020827776,0.4735586813500797,0.5742742607247876,0.1055536198826012,0.6771663315602927,3.2967245670924243,0.4798118580018863,-0.231706773112266,0.751175502214673,1.9179979355785404,-0.4249433841269269,-0.515536540192046,-0.2044149224950669,0.3122185254045774,1.5751719809203155,1.2361382464510349,-1.4736054628335782,-0.3074330386261071,-0.2263931456703846,0.182827212644846,-0.608138977271968,0.3079656217674805,-0.7281151150979076,-0.2833017381867018,-0.0753708488153463,0.2749415726233234,0.8102948630956105,0.1620839987187119,0.1473254908946889,-0.5499610336700591,2.464828528966031,-0.5214390667235355,-0.7363012529274643,-0.5148930337146915,0.0050039837705425
1997-10-01,0.0917727361241948,-0.0784499777841546,0.1665816465592522,0.1858057680146062,-0.1571554968534352,0.2171166984437862,0.230233569509798,0.2202466439019762,0.3564713840926875,-0.202166956086202,0.3198806883191826,0.0314141660254925,-0.2690424719010092,0.3765598098211289,0.0622321878807182,0.562540527213388,0.620179176546516,0.0211756643329901,0.5343483301166112,0.6842446315298139,0.4837376368221678,0.6220999576168174,0.058647160955992,0.740240554412076,3.455835816464814,0.4976846884684991,-0.2222446458773594,0.8015322153731352,1.8869494489821488,-0.4748422361691584,-0.5003372873938858,-0.2044149224950669,0.2489558140623368,1.7258683679720574,1.420482056930665,-1.4564918689622786,-0.0671327539757244,-0.2378273792723095,0.1883959037761342,-0.7294389350027649,0.2090138718196429,-0.6914260754100113,-0.2812639492708509,-0.1645033430478641,0.2840548647073656,0.848145251505193,0.2210607453296731,0.130314271068985,-0.4333376801354516,2.6299062385764165,-0.5348556211752858,-0.6503597606617219,-0.3971875233371378,0.0222493325949199
1998-01-01,0.0959974797534266,-0.0540719597508074,0.1886131522932078,0.2423417252431701,-0.1524461519403385,0.2324635580436001,0.2997142385893282,0.231232812238615,0.4101625318500086,-0.1692000681237063,0.3211660936725081,0.0187347301237706,-0.2353733342254216,0.3742784775998996,-0.0110699504358501,0.6020780781326343,0.6414832342752315,0.1316584231704518,0.5365170668186541,0.7201155770325982,0.4861817992074452,0.6095619692226025,-0.008709179091612,0.7747269085062626,3.5331152335853995,0.5028643570857623,-0.2062629642709074,0.8208438035013783,1.8283067868262528,-0.5868600672843722,-0.490522363785546,-0.3943709729735685,0.4062874266178221,1.228355973214213,1.3457696664457457,-1.5266252425993398,-0.2197232487169244,-0.2278224248706252,0.3378374515199664,-0.7294389350027649,0.5970088913519536,-0.6587376289320006,-0.188548567409778,-0.1570542986582465,0.2810653738875152,0.611779956795562,0.1464681641771439,0.0593242448253042,-0.4029681124588227,2.6855908597484657,-0.5150299842120282,-0.6593099177149568,-0.301946335690737,0.0338568370260565
1998-04-01,0.1342889386627518,-0.0370283506230878,0.2302418932157164,0.2714948667987357,-0.1239099562112306,0.2390473337076171,0.3386951802533074,0.2368995553913735,0.4187942717065345,-0.1732737182940328,0.3317508110779142,0.0261071774822097,-0.2064181840806984,0.3792165714705333,-0.0024056808649444,0.562412026918338,0.660481865132456,0.1665434432071875,0.5558018344597964,0.7434962364113551,0.4941466191643646,0.6221711252071921,-0.0434779931170736,0.7887984154882636,3.6763250648836734,0.5160443174550767,-0.1808122952913065,0.8088629723954099,1.798927152373041,-0.6330249916227633,-0.4575085872029426,-0.4486441302531405,0.3776816788804611,1.0367351187382574,1.6705508187827254,-1.4625945317191942,-0.1723968783243215,-0.0963287384484885,0.3889991962084914,-0.8507388927335618,0.456393246689237,-0.7082200750663188,-0.1403702014892134,-0.214980142766953,0.5315205701858444,0.3137680379251745,0.2404252677747946,0.0936977418245288,-0.4519937237436149,2.758858951137619,-0.5048773713739028,-0.5457643804045883,-0.2843718810499421,0.057600307824719
1998-07-01,0.1312203796694944,-0.0188072490923451,0.251973847628646,0.294126832529705,-0.098670199439993,0.2514255507869922,0.363847793318831,0.2509878317500401,0.4520116735171316,-0.1543585176364252,0.3421999234270697,0.0273614739270702,-0.1835540171351279,0.3885255181621039,-0.0251842439327621,0.6576316111241273,0.7054229783278848,0.111468052021687,0.5771810374426795,0.7956879946759975,0.5200321603062382,0.6432038268929422,-0.0988283344856172,0.8378021654464899,3.7698247501255255,0.5403903027220542,-0.1661594430214702,0.8789413918415854,1.7935685307508995,-0.5892362030959071,-0.446986740735405,-0.4079392622934614,0.3171695202052745,0.8365066443371357,2.023046569671769,-1.4348772180970606,-0.7525485268122322,-0.2907107096812122,0.3052298220108748,-0.7900889138681637,0.5240970756009153,-0.7838831086408327,-0.1880362331185925,-0.2431668708366844,0.4403059297001747,0.3237097538681988,0.1234942657210358,-0.1315028860317074,-0.4025555185986805,2.7461484171574027,-0.5557333836879492,-0.5935761697849391,-0.2609430347513034,0.0750214223301697
1998-10-01,0.1698169068341193,0.0096176821000359,0.2779460259152878,0.3111911236673392,-0.0834783013882278,0.2593439440709928,0.3769205678694188,0.2658785675490693,0.4949554826964588,-0.1237820125645449,0.35131918189513,-0.0094796330128073,-0.1476636639205752,0.3951715191930494,-0.0520518611285311,0.613348201115577,0.7351575697132596,0.2365133024247369,0.5982416035747661,0.8240570530498493,0.5340785821114375,0.6927008564368496,0.0689607903684954,0.8415743367115098,3.891347888608197,0.5588637833558695,-0.1465488827041802,0.8708505917379521,1.7708972075203266,-0.7138136092149477,-0.4407727951153857,-0.4622124195730334,0.3870335579484445,1.286102076223153,2.144754240810453,-1.4587769698781037,-0.0265238704011588,-0.2221053080696627,0.4658987988999206,-0.91138887159896,0.9537559898481052,-0.8263267752124753,-0.001562750020881,-0.1432951898682175,0.7792870349916146,0.3188586756068447,-0.00767101490894,-0.2234061780844898,-0.4278200934053332,2.713159432113693,-0.5675091517743389,-0.7513901082325439,-0.2926571869307441,0.0930354455920414
1999-01-01,0.2085893136553454,0.0120478232724258,0.3129821213516389,0.3378108299971862,-0.0519391110029465,0.2784365561380457,0.4055282493205797,0.2790810927333881,0.5470024257366295,-0.1203474206114197,0.3546403760367981,-0.0116267837737415,-0.130040596558537,0.3967913767609372,-0.0841033394728813,0.6966376939693057,0.7753622197888094,0.3460401461863784,0.6109089837880368,0.8569583859469342,0.5382109289281541,0.736229017935742,0.1602997497643403,0.8831771341203482,4.007845033157631,0.5735795559398571,-0.1353313694787082,0.9356895033529112,1.7300062327347503,-0.5990801943151228,-0.481523176492853,-0.5436221554923911,0.4948552224969588,0.815074145963371,1.969432476094205,-1.360790866258618,-0.3243768819845399,-0.2978571056824153,0.6684447468667701,-1.0326888293297571,0.7532484965327498,-1.0150164378057984,0.1202305520018501,-0.1308340923018549,0.7356347796794085,0.2671537673891127,0.0757576933591602,-0.0750105375228006,-0.5498574145732543,2.603004252262976,-0.4798545340292373,-0.7068940418209104,-0.4111686943502246,0.1118985686290035
1999-04-01,0.2199276659184569,0.0115732742125643,0.3427080416865616,0.3297038626981166,-0.0148663576471609,0.2985770610793833,0.4195368429328574,0.3069420620874405,0.5743591525594112,-0.1114964820449418,0.3698677087891674,-0.0329119850682236,-0.1324162497328584,0.4100661519344251,-0.0388808317085751,0.6710692110047659,0.8025497677725854,0.3717332693761578,0.6446612728912604,0.8813088639111297,0.5612839481010935,0.7862789708792637,0.2884549263744392,0.884071327651029,4.179652002157048,0.6103847169037208,-0.1999036353263799,0.9301630501577012,1.7547166798340517,-0.4894384990114439,-0.5168764127083422,-0.4215075516133544,0.4040869844841789,0.9985076812390464,1.6928405032413796,-1.246245134914676,0.4213738574451254,-0.3478818776908369,0.5136344556383571,-0.9720388504643588,0.8495962530609075,-1.2066584249636798,0.154399036337207,0.1019947931002686,0.349710393109204,0.1992187084451199,0.0643136135525274,0.0211123844030092,-0.5740714191092859,2.595461260536351,-0.436331080833489,-0.7063616094557224,-0.5034018081848464,0.1506666943581244
1999-07-01,0.2517235918398374,0.0454281799870238,0.3679167210156622,0.3538908439218341,0.0074658505351308,0.3178655088851332,0.4312070614623406,0.3225279773244553,0.5974200805013407,-0.1012713376685932,0.3868884639544804,-0.027106659143908,-0.122426375463724,0.4256366907920642,0.0348891224196836,0.7520295963528489,0.8288007369849582,0.3952262438858063,0.6451171920416824,0.9008164400553124,0.5684103145332909,0.8232547854726845,0.3958648765700389,0.890539359894734,4.266379839474257,0.6412267525104918,-0.1889973689201242,0.9365661661334618,1.7786010462708262,-0.2861091631386771,-0.4998203235054181,-0.5843270234520702,0.3815324526143366,1.1019032610536112,1.7474701948338562,-1.2155766182152334,-0.1899425766499555,-0.373608903295168,0.5078604005510262,-1.0326888293297571,0.456393246689237,-1.2810345478305658,0.1058837454473712,0.0915953759227578,0.5272690797811438,0.0979250002224273,0.034377650459014,-0.0004602003498587,-0.4914200490831926,2.570870156119204,-0.4522545951332589,-0.8360852016307176,-0.538623383112461,0.1604372298494202
1999-10-01,0.3108485618819169,0.0867822323130232,0.410339679309551,0.3953970112891986,0.0455765054998693,0.3570461364315423,0.4780502704474961,0.3353925526011287,0.6480201173280782,-0.0892698882198904,0.4075525666637805,0.0026470061812157,-0.1164127782091496,0.4439742402297725,0.0892878603690113,0.852615980261856,0.9097202741253524,0.4956443828695703,0.6741432338633343,0.9692969055426892,0.5878787239552581,0.9124608567372036,0.3265971458864389,0.9650273873006502,4.385028752590643,0.6710929104669602,-0.1765411327586662,1.0592077839824805,1.8051431130983429,-0.211430609061868,-0.5140830885191391,-0.611463602091856,0.533362959835714,1.1255241381959014,1.6569857466419176,-1.2535642908870157,0.2158934911371137,-0.436497188105755,0.7643547192454563,-1.153988787060554,0.8001203780869887,-1.2747578551456813,0.1418547714195684,0.0589432968220531,0.8466946222433219,0.3565693210212453,0.2959392444193157,0.2208690358781377,-0.5088081906776879,2.6458285280062537,-0.4154254163404,-0.88496088343609,-0.7254861920330957,0.1898183005330302
2000-01-01,0.3252234208251818,0.1214987044953073,0.4302806486030032,0.3966745417513655,0.0866228423526098,0.3799412159534348,0.5295641373249442,0.3561682966491469,0.6509846629536118,-0.082869370661935,0.4348296625003225,0.0204513150963205,-0.1143897999331079,0.466853882807305,0.1475420552852117,0.8044931732744767,0.9435942720934932,0.508568907433688,0.7428641191065011,1.0204048099125802,0.6537621095264203,0.9421077732796,0.3968627736849114,0.9837936583516574,4.456986416924743,0.7126398181386607,-0.1687469165264502,1.0417114843960245,1.8653874269115875,-0.0821009313197575,-0.5284668357877133,-0.6386001807316422,0.6901444618577884,1.075075746048213,1.5791385448426485,-1.2396295494344929,-0.0689136824645411,-0.4579363761093643,0.8741921983288538,-1.153988787060554,0.7167925886572307,-1.2564111579106538,0.0147704991145494,0.0259385050631078,0.5176489190113831,0.3025087451704258,0.3786749914261534,0.2573861964870316,-0.5646022878819168,2.753664849177452,-0.3624690682954728,-0.8628299054626924,-0.8088534441454465,0.2181665920408422
2000-04-01,0.3203786704176486,0.1687605589651238,0.4454996309092727,0.4620194670406503,0.1086074182776515,0.4182056590625951,0.5563698339447113,0.3715233703356499,0.6843891544466596,-0.0710602418982533,0.448163805127324,0.0898710273427378,-0.1014434074740412,0.4741385849237375,0.1647498454585826,1.124063439081634,0.9788574155632692,0.4985683484769451,0.7520026704885105,1.0618083373253018,0.6578467106676348,0.954183668212984,0.2579902715165316,1.033404324547464,4.481629023563932,0.7459532751860799,-0.159704766765427,1.0888484560654668,1.8593345592023236,-0.0162480245429349,-0.5117123857263325,-0.6928733380112138,0.4601982588920792,0.913983637429401,1.7772061893022189,-1.2133459021872817,-0.62866482390202,-0.3650332280937243,0.695641444873101,-1.153988787060554,0.5110771085025156,-1.1776142779352607,-0.0895482953092715,-0.0366219446986788,0.3808098902557062,0.2377678118306183,0.4379706203825269,0.1914889805517002,-0.7426913521142126,2.770052290245908,-0.3767465252355803,-0.8786395729821683,-0.6116817108327792,0.2339751465227563
2000-07-01,0.3456738735243415,0.1943611494761795,0.475968206996002,0.4942623360526341,0.1587185394824208,0.4317295554270659,0.5904354810801588,0.3929410738352913,0.6925617198399254,-0.06284729704334,0.464793770509083,0.1149946808889573,-0.0814339846261973,0.4889409623140376,0.1902610846677229,0.8875781131767981,0.972470441347218,0.4725992412985131,0.7506828145995855,1.0660847543327876,0.6603966361796967,0.9114505341097676,0.3100563358066341,1.035947842126347,4.501431239170453,0.717810990364339,-0.1467440269116309,1.0775773224818683,1.8696632763284768,0.0533388099377282,-0.5223306748493449,-0.7064416273311069,0.4436949428897556,0.7525396070337353,1.8486061414151165,-1.103952696543974,-0.6889096341449925,-0.3124357535248696,0.6918929533296112,-1.2146387659259523,0.5058691216631558,-1.0887955926184152,-0.1897336134625659,-0.029657876282206,0.1732781962306264,0.0298701615682765,0.4587005748568339,0.1419083714860998,-0.8884986818042178,2.7131741585577296,-0.2896212157941993,-0.8743727071895586,-0.5982405731582685,0.2536324205686358
2000-10-01,0.3391908707658336,0.2062303215907992,0.4889565619231111,0.4982015499238405,0.2104151462304999,0.4441095209164792,0.5892129479113852,0.4071072624910883,0.6678199382438157,-0.0675204767882271,0.4776329809679281,0.1250638236021734,-0.0642652238872852,0.4996393017267343,0.2253910757703527,0.7447005968406425,0.9412877146952016,0.3481332811232648,0.7685453601301404,1.0316443887292546,0.6785696852180017,0.834605788742808,0.1622105028509741,1.0225786012810514,4.535194907591614,0.73162701743841,-0.1381396006652805,1.030344543121805,1.8730207068555829,-0.1306419914696834,-0.5096419709921548,-0.665736759371428,0.5240110807677306,-0.3011039006688951,2.00578403719876,-0.957913500253619,-0.8665948290473011,-0.0505918040407888,0.7644377989192541,-1.2146387659259523,0.4355612993317975,-1.0594225869573048,-0.3477021280705289,-0.1017971483015568,0.1954252545188605,-0.3486736490976035,0.3921722736130895,0.0085282928778174,-0.8306197859959308,2.6169710918221485,-0.3369584127883145,-0.8225509040944656,-0.3971875233371378,0.2737231302912505
2001-01-01,0.3365216278144881,0.2206152583732557,0.4901701264141343,0.5370608411470733,0.2357167975597675,0.4224309486922776,0.6288107870516816,0.4230755955566808,0.6248899383179441,-0.0649404699602032,0.4949401035433921,0.1021810000291376,-0.0229216189643824,0.5124646254887514,0.1814163986946854,0.6672025358279715,0.8931338128507608,0.2242323071927752,0.7718622870297981,0.9916995695613704,0.7000397902908747,0.7715906676833166,0.2440033871149533,0.985561678319526,4.459217588843173,0.7627251521746902,-0.1142481285251697,0.9782387313900532,1.85281743122504,-0.172054644185005,-0.498399621359226,-0.625031891411749,0.3446750468758138,-0.1626420395937387,2.223105229695705,-0.9255733933090462,-1.006550950899672,0.1849534081588645,0.3866438504596782,-0.9720388504643588,0.7376245360146703,-0.9725954886810834,-0.4609277289801256,0.0048924086877528,0.341020698426798,-0.7175951563808797,-0.0632385307596129,-0.2382245816351295,-0.8418356420018526,2.34893971324486,-0.3537059804619665,-0.7337599323301618,-0.21859879624716,0.2891378077552399
