,Retail and Food Services Sales,Commercial_Credit_Index,Real personal consumption expenditures,Real Personal Income,Consumer_Credit_Index,Total Business Inventories,Real personal income ex transfer receipts,Avg_Hourly_Earnings_Employment,Real Manu. and Trade Industries Sales,Securities in Bank Credit at All Commercial Banks,CPI : All Items,Un lled Orders for Durable Goods,Real M2 Money Stock,Personal Cons. Expend.: Chain Index,PPI_Index,New Orders for Durable Goods,IP Index,Stock_Market_Performance_Index,Civilian Employment,IP_Prod_Equipment_Index,Civilian Labor Force,IP_Materials_Index,IP: Fuels,IP_Final_Products_Index,Tertiary_Sector_Index,Public_Sector_Employment,Monetary_Aggregates_Index,IP: Consumer_Goods_Index,Consumer_Spending_Index,"Crude Oil, spliced WTI and Cushing",Banking_Reserves_Index,Average Duration of Unemployment (Weeks),Help-Wanted Index for United States,Avg_weekly_hours_Employment,Canada / U.S. Foreign Exchange Rate,Nonrevolving consumer credit to Personal Income,Spread_Index,Initial Claims,Ratio of Help Wanted/No. Unemployed,Civilian Unemployment Rate,New Private Housing Permits (SAAR),Primary_Sector_Employment,Stock_Market_Valuation_Index,Credit_Market_Index,Housing Starts: Total New Privately Owned,Capacity Utilization: Manufacturing,Short_Term_Rate_Index,Long_Term_Rate_Index,U.S. / U.K. Foreign Exchange Rate,Secondary_Sector_Employment,Switzerland / U.S. Foreign Exchange Rate,Japan / U.S. Foreign Exchange Rate,Total Business: Inventories to Sales Ratio,PCE
1972-10-01,-0.9511447177374674,-0.89738586108263,-0.9236254877133132,-0.890226420800254,-0.8891439396136758,-1.062637957375964,-0.9025724451973473,-1.0648065750137343,-0.8693300246442976,-0.7881493480464954,-1.1490188834562665,-1.0268929078641782,-0.6528767570092715,-1.182233423751963,-1.1223175671106218,-1.09845523618399,-0.8835797720025995,-0.6891397077308336,-1.05229580945053,-0.9604854269938043,-1.0823752093957972,-0.7357016137643779,-0.760270357496481,-0.979043609956178,-5.307901879059193,-0.8740984261589633,-0.6336818525996735,-0.7495726308474682,-3.534943524970908,-0.9758674444299328,-0.5245224162681091,-0.8149879418902506,-0.1586760911950567,-0.3762449649695772,-1.278167854829096,0.4747251737442483,-0.1613107942986276,-0.6428851046205,0.5978311736828195,-0.4261890406757727,2.7166595349714227,-0.5987563110707328,-0.0783195529035273,-0.0740393611186714,2.5619382547149794,1.4382799201632537,0.2166504920651311,0.1951032552665167,0.9682818340078452,1.9999115454995635,1.341615638952373,1.0669160375517397,-0.0835445434261866,-0.9456209621333102
1973-01-01,-0.9569843171175622,-0.8872621692688618,-0.914497720910122,-0.9248890494746356,-0.8760312954762653,-1.048890153110433,-0.897206095577737,-1.0573816782732195,-0.8575386015635336,-0.789319381675257,-1.1377635048418624,-1.0005407302059588,-0.6608992196016668,-1.172329603576881,-1.0721015896810069,-1.056369811965283,-0.8356739387635653,-0.6992038562473197,-1.0216002819283776,-0.9196016101874984,-1.059787834579265,-0.692423441272182,-0.8659495580642274,-0.9326815657033202,-5.177581741400007,-0.8623014100325694,-0.6292939629655999,-0.7024724344069102,-3.49932705661693,-0.9758674444299328,-0.5369896780201459,-0.9235342564493944,-0.0866116113182435,0.0599712436644762,-1.2862480484318528,0.7569148240641507,-0.9331279140470318,-0.7297852799951293,0.7710588730349822,-0.608138977271968,1.787033884145685,-0.5921152682785619,-0.1132564582487062,-0.2897307444279959,2.5013881352893934,1.719163340481202,0.5604979223009574,0.402784281793748,1.2370962867140078,2.5222799101555142,0.8862446328790194,0.6659436120221904,-0.1696716492731154,-0.942660503428785
1973-04-01,-0.9515750443965654,-0.8775323738055282,-0.9163238490713672,-0.878002005074189,-0.8941744185905696,-1.0347716879483575,-0.8853032720145096,-1.048208108516115,-0.8629444431242808,-0.7896114820219533,-1.1293591213601342,-0.975277674845532,-0.6541298373660487,-1.1602743785183711,-1.0483786224480898,-1.0752777507788862,-0.8240834238520862,-0.7214683160954988,-0.9957792023810208,-0.9086492542220812,-1.038276109463698,-0.6896957468892749,-0.8863265622192117,-0.9269711115729754,-5.063400325651777,-0.835073158073963,-0.623089774633457,-0.7273860078340633,-3.4539123786095565,-0.9758674444299328,-0.5194957543293105,-1.0592171496483245,-0.0866116113182435,-0.0953068545107559,-1.177704441038605,0.7398202261217044,-1.607394428364704,-0.6634667251039648,0.790097410490516,-0.608138977271968,1.7583899565292056,-0.4972231134442419,-0.1222498389261989,-0.4470197787487873,1.7050405366016057,1.6292087781533653,0.8641992012932532,0.4366655476888731,1.4112720978508877,2.776948295842382,0.7575854831953458,0.6774348050480024,0.0330197831739551,-0.9425214716399808
1973-07-01,-0.9450623755615598,-0.8648908230645458,-0.9090312334622068,-0.8675382997165979,-0.9008543650922224,-1.0260613752759131,-0.8759044492485079,-1.036227143786853,-0.8688291966502361,-0.7884002875085746,-1.1176589151236485,-0.9523536108388746,-0.6671268630859256,-1.147634638195146,-1.0251430741834224,-1.07108558158471,-0.8114737979926852,-0.7344520543502877,-0.9852794532944972,-0.8960104649425756,-1.0241187600934891,-0.6857668654415938,-0.9070033359073062,-0.9106534057054684,-4.988128699299323,-0.8244504327003044,-0.6165859061792156,-0.7235210964024564,-3.415289300760911,-0.9504088464492024,-0.5280951692884269,-1.08635372828811,-0.1218186854565339,-0.1176820781166744,-1.103217453164799,0.7386405209255024,-2.875783114636384,-0.6177297906962651,0.7546165887044197,-0.6687889561373667,0.8548042399002674,-0.3564605865372215,-0.1575277027917611,-0.6267080207989328,1.1299566356183135,1.6152544419200847,1.3288959141629435,0.6234362258981946,1.0993249444194315,2.808174042935737,0.7218891295923351,0.6843014720715492,0.1325683140266228,-0.9408380618597276
1973-10-01,-0.9449758093260512,-0.8626744784727711,-0.9205999645643822,-0.8682228683607018,-0.8778666282846858,-1.0180783924718604,-0.8781547667660082,-1.029699372697077,-0.8372502427966243,-0.7830697400495358,-1.1035872648784852,-0.9286485741530288,-0.6713592589797701,-1.130957243361712,-1.0090674133409896,-1.0661822543470965,-0.8028971581622647,-0.733192228355832,-0.9609330101774106,-0.8872323557045152,-0.9956493185418972,-0.646186629016759,-0.8590188891059939,-0.9156480275727424,-4.891275959592456,-0.7860682073047303,-0.611187095672141,-0.7648811041200173,-3.3612033769287617,-0.9504088464492024,-0.5134364972165354,-1.0727854389682172,-0.1911326126662932,-0.291787834157821,-1.2201683329497577,0.7354000393571635,-2.7829863114659665,-0.4050530457004615,0.5890799213403127,-0.608138977271968,-0.2284570226865865,-0.2210050874877266,-0.0888363573552908,-0.4780400366780462,0.1797847350738303,1.736471508598877,1.0504855027343976,0.5178515364767051,0.8943678128749015,3.0470346646954645,0.8804068272688268,0.8278070439733233,0.0808188917824426,-0.9374989134816656
1974-01-01,-0.9431434750446932,-0.8556043257741792,-0.9236645206847708,-0.8805763040539419,-0.8744383796789462,-1.008327261303814,-0.8935433902826012,-1.0204055591881271,-0.8371116569800001,-0.7805849709924708,-1.0862801423030213,-0.9009051629461652,-0.6842360771293616,-1.1089407120646255,-0.969806391075953,-1.0428812929340814,-0.8191063233223821,-0.7217950677706007,-0.9492072785952196,-0.8965745717491173,-0.977792543760954,-0.6532861004128729,-0.8384723056449034,-0.9277926603000202,-4.823021519195468,-0.768267372577337,-0.601453127926598,-0.7992176743956027,-3.268880608797961,-0.7535290220648873,-0.5016529130360567,-1.0456488603284313,-0.2301904605384591,-0.5928636534758014,-1.3992225321533565,0.79314375842705,-1.7944009641593195,-0.2472606219938975,0.4655830517435111,-0.4868390195411715,0.1673499771047639,-0.1283251619900773,-0.1347149015997401,-0.2909248536710044,0.2497843349974546,1.347506863149343,1.0517109999395613,0.6521583843026558,0.9671302881890808,2.8994521637473425,0.7619777126376122,0.8447871039592696,0.0066051551418641,-0.9338463969139108
1974-04-01,-0.9305482191252016,-0.8489289436655236,-0.9182145320193976,-0.8826092687898994,-0.8725666452874421,-0.9860279559792188,-0.8980377265697702,-1.0019067339886565,-0.838804424999806,-0.7815748193004691,-1.0707656657523417,-0.8664146023573002,-0.6922805942826695,-1.088355302943977,-0.909868965362721,-0.9877761443847224,-0.8074048467775992,-0.7220066146913988,-0.9403237633324718,-0.882595505406983,-0.9635603544481208,-0.655295839680354,-0.544633618494113,-0.9107096447085952,-4.7249039148596665,-0.7550874122080226,-0.5814365915614865,-0.7728373472411262,-3.1400339358067866,-0.7535290220648873,-0.4673147528975047,-1.0456488603284313,-0.2472438870741935,-0.789836127520113,-1.4109282777553125,0.7166688401451827,-3.6156869908739946,-0.2815633227996723,0.3057805748380792,-0.3048890829449757,-0.7544636934619339,0.0497210501086229,-0.0617547106447666,-0.4707439258952602,0.1978561553585312,1.2596684090342776,1.409346913570379,0.922910197178508,1.041447851030688,2.8091649784802266,0.6968136381245629,0.8557259736404582,0.1991542415387983,-0.9266941854373648
1974-07-01,-0.9260703557958548,-0.8427227558412458,-0.9224881611656006,-0.8784284668838932,-0.8803382438666966,-0.9659955188605251,-0.8994790335275552,-0.9789093095471386,-0.8693929734194342,-0.7828052458823499,-1.0492245953263213,-0.8321261820802728,-0.7173350521008224,-1.0640669142142822,-0.8601840734355315,-0.9998681527994272,-0.8262669610365387,-0.7284346899133848,-0.9402873899052556,-0.8898824228211379,-0.9444218282761342,-0.6857725490095928,-0.5523522719912621,-0.9144911509818904,-4.691704518846725,-0.7133873235396163,-0.5736750288639673,-0.8002395425505566,-2.9910651611793404,-0.7535290220648873,-0.4555141597168066,-1.0592171496483245,-0.4436333475018446,-1.036266740559416,-1.2825513231081658,0.5480994070219793,-2.557064400369203,0.0337356687734074,-0.0962587572279193,-0.0016391886179835,-1.3950460747031983,0.205244691780519,0.3659588853209063,-0.0946491695228001,-0.6858114703420075,0.9783857230158044,1.477808193610628,1.0466190538007425,0.8777102920553651,2.4603742017335897,0.7277047667242248,1.0237193023111757,0.4809052673719041,-0.9223577235132449
1974-10-01,-0.9395960846642124,-0.8404257892814052,-0.9414867782823808,-0.8844590697307694,-0.8969174852343047,-0.9464424278688864,-0.9185502144834008,-0.9666047723675004,-0.9516130254005728,-0.7793860537774349,-1.0351755777129876,-0.8459116342774409,-0.7236230717251724,-1.046385103443997,-0.8653030214632912,-1.0910819824927704,-0.9486476635044632,-0.7564305363152735,-0.970658990566335,-0.9794758846238888,-0.9321660834297674,-0.8624875883439495,-0.4679741934516221,-1.0081737316901107,-4.73548329388881,-0.6852225903569511,-0.5640826747189588,-0.956797187054877,-2.887719986302644,-0.7178869848918646,-0.4492923682414119,-0.9913757030488594,-0.8336617156900931,-1.7972876047465711,-1.2824728609492433,0.345694951684262,-0.8883868213260097,0.9670549865305292,-0.7399117462701181,0.7868105366321959,-1.3195302655324803,0.1006147359812025,0.3876432790933862,0.327415374260612,-1.3504303627733458,-0.4684932858245639,0.9661300984213116,0.6732031455251456,0.9017022385037718,1.3735837483045723,0.4311402864871282,1.050003911346856,1.5658273561044092,-0.9226982818202846
1975-01-01,-0.916549553238678,-0.847743223100766,-0.9113351512606336,-0.8789508916155272,-0.8868394724797286,-0.946932845003095,-0.9185406325355664,-0.9504400659357708,-0.9796264258669638,-0.7757549540837843,-1.025692184639728,-0.8705601034179511,-0.7149847465063323,-1.035923876690125,-0.902617696853212,-1.1208499056203869,-1.0218676401723583,-0.7137036241654741,-1.0019605408617325,-1.0443539553162795,-0.9187925644505042,-0.9814563989292736,-0.575222903773559,-1.0696002584867264,-4.812068810111018,-0.6466167533502173,-0.5559253142310848,-1.0174015971834325,-2.827887127793451,-0.7178869848918646,-0.4899423224353643,-0.7607147846106787,-0.986592443978292,-2.6509478376245834,-1.2231799078365095,0.2328197228857033,0.5336682367519863,1.096261826232281,-1.039610854635032,1.6359102407477737,-1.7361692126812702,0.4013677497798065,0.0595622395992797,0.6256242574257189,-1.1334072940017133,-1.4688734617700323,0.4247641851612553,0.5707505813767799,1.0584487527999376,0.1606315237481388,0.3380187784555041,0.9484463673361015,1.8750929525063769,-0.9133931668710636
1975-04-01,-0.9159436965006792,-0.8600230840102792,-0.8924898053941047,-0.8683146045847269,-0.8877266080833802,-0.9423369553665532,-0.90717858362126,-0.9426855842860964,-0.9680404180675856,-0.7683282530920997,-1.0166270508189503,-0.8918307006448042,-0.7034465281672286,-1.0243346862895046,-0.8906342059947199,-1.1023154456578528,-1.012023020603302,-0.7192109712110967,-0.97708984064006,-1.036610505671706,-0.9017630800136248,-0.94346033221568,-0.5496859958863909,-1.0396774553334889,-4.737255697458784,-0.6264895618890255,-0.6235815285371024,-0.9337943641232574,-2.77862368339966,-0.7178869848918646,-0.5245078328934855,-0.2858246584144246,-0.8919734322316365,-2.1786734496326825,-1.0428905880749992,-0.1394328073749347,0.6755914815490967,0.8041171577030992,-1.0032590340728684,1.7572101984785713,-1.119022772217125,0.3699469078085198,-0.0386619224628143,0.6985149537141786,-0.8806771365665136,-1.4358142617667264,0.2892446649222411,0.5426553334212595,0.8093504667961341,-0.0850004791965872,0.3330726879236556,0.9908949449443084,1.4329105668247255,-0.8947028694520401
1975-07-01,-0.9086631479205932,-0.856344277786092,-0.8847978403794459,-0.8600946948362251,-0.8877729955192512,-0.9389584507729464,-0.8995424186605301,-0.9334336851350974,-0.9424161292352132,-0.762147378530506,-1.0082333741578655,-0.9016348295181048,-0.6878411900585955,-1.011976299546198,-0.8704091817986048,-1.053892266341668,-0.9554959856567792,-0.7104678771120564,-0.9565405930313756,-0.9964082821526148,-0.8839566045769618,-0.8399451041573129,-0.3571972231903459,-0.9874242837227828,-4.6541161146368095,-0.6163822991774682,-0.6148374078617644,-0.8285902449624081,-2.721657225132943,-0.7178869848918646,-0.5064670864938514,-0.1772783438552808,-0.8468643684919519,-1.345512164083113,-1.0358012472005007,-0.1722298023233603,1.0570306011068498,0.5168320384547355,-0.9386947000072788,1.5146102830169772,-0.8117515486948925,0.3533674537532364,0.0899030838798787,0.6247008356597074,-0.4398363725698969,-0.9120774791056452,0.5740234063888864,0.8058819439126105,0.4345621763141754,0.1859075208125127,0.4992113901131182,1.0605493820902057,1.0532594275192395,-0.8991791762047358
1975-10-01,-0.8892515373200569,-0.8529418520384034,-0.8684141516337557,-0.8598891071257777,-0.8765392821503359,-0.9353252840898209,-0.9031120319804288,-0.9236252867628396,-0.9298156948096578,-0.7560979349315174,-0.9875692714485657,-0.906866421840261,-0.6903755766485914,-0.9895042968920226,-0.8283833839935182,-1.0414612633706268,-0.932938683726481,-0.7136184345762958,-0.9420357801795606,-0.9818051258652551,-0.8756159733991682,-0.791186073142573,-0.4257700471297899,-0.9735456015021696,-4.564446880051872,-0.5896714327485322,-0.6094719963912494,-0.7960147400659503,-2.6088014603315464,-0.7178869848918646,-0.5205316124256678,-0.1230051865757091,-0.7902029835506408,-0.8823536065476896,-1.1725912318060536,-0.1584330061438963,1.0149442512914264,0.1109167455864006,-0.8769125878997115,1.3933103252861798,-0.7414437263635342,0.4159776084443668,0.0379413884843954,0.6976594547472754,-0.1621188819611329,-0.6815015370536,0.3597275753166077,0.6587689652402707,0.3166422823220586,0.5531042977921046,0.4282500910640077,1.1104376533961766,0.777529371685868,-0.8903768776513353
1976-01-01,-0.8971734165952927,-0.8537368860771527,-0.8615433460980022,-0.8795545676391472,-0.8642610354194692,-0.9232977225597416,-0.877678192951926,-0.9091489837405536,-0.8861321154976698,-0.7532126278869027,-0.9824760917657532,-0.9027992357341984,-0.6631454051374661,-0.9844028031452994,-0.8322436675016098,-0.9695958267261532,-0.880833049444315,-0.7087833572691664,-0.9022898122762076,-0.9466306419714114,-0.8561303068863279,-0.7262818055095351,-0.2814829529438733,-0.9368342391974288,-4.4137916100367,-0.5823819759471848,-0.602799549346715,-0.7454498336544253,-2.5883379434235616,-0.6859788754226825,-0.5342763132483024,-0.1230051865757091,-0.660376897665695,-0.8501761788053103,-1.3529280208674586,-0.0955057424136737,0.95745359124849,0.0323063895731668,-0.7069661213000948,1.0294104520937897,-0.5513522067268988,0.4584672179677856,-0.0758167451375263,0.6259770294404858,0.0406130759379587,-0.326334733153339,0.1879275092160681,0.52888628356567,0.1679875302927176,1.004450592093705,0.3625645708801899,1.0453701583373565,0.5191874794826253,-0.8855729456887974
1976-04-01,-0.8823651237212109,-0.8498964289026629,-0.8477054893434488,-0.8350879052553215,-0.8829254157256641,-0.907106144276238,-0.8671628782594798,-0.8970252034557027,-0.8593801387312681,-0.7499864661374332,-0.9753041480703434,-0.8981551659957316,-0.6446459428815616,-0.974891856989231,-0.8133438401444697,-0.9783661337381808,-0.8629953304811768,-0.7238092417711403,-0.881703129217978,-0.9302570067651604,-0.8356418257472368,-0.7184983882059536,-0.1551790415425154,-0.9202991251864796,-4.308248396853003,-0.589185796892679,-0.5958896133590349,-0.7254219950147813,-2.536376765699994,-0.6836027396111476,-0.5169793209968091,-0.0687320292961374,-0.6218691603269398,-0.8090177015406785,-1.3308214147796251,-0.1513043116307389,0.7506042448771515,0.2224005232051686,-0.6937670430869182,1.0294104520937897,-0.4888563646545802,0.5072683584333586,-0.064510855535229,0.5317744329124723,0.2139776828420495,-0.2501348742085204,0.3144982363806963,0.5656499111572444,-0.2283240727785918,1.072225761668859,0.2891269411647735,1.0183054934254432,0.5496641339081385,-0.8846123660350093
1976-07-01,-0.8792922431563112,-0.8401878403434463,-0.8414234534062756,-0.8201180677739436,-0.8901632272741612,-0.8953229190805864,-0.854320977925243,-0.877311825503415,-0.8556346221978612,-0.7484107848940661,-0.964836381620176,-0.8900227680740583,-0.6224527285405794,-0.9613298155638708,-0.8100467531037242,-0.9550263832285072,-0.8417123655032359,-0.7346018444012795,-0.8608358980529897,-0.913255578374714,-0.8093974069049085,-0.6960590321962917,-0.2186620706705887,-0.9076127299424426,-4.208654039094327,-0.5812676071140482,-0.5866187924039199,-0.7079438996393316,-2.4682630139004638,-0.6248782402689297,-0.5273511189100035,-0.2993929477343178,-0.6466241343304252,-0.7273606269830815,-1.3081966276890684,-0.1891144951316186,0.4174658224859864,0.3010108792184025,-0.7213605701044389,1.0294104520937897,0.2741137073116413,0.6238879730519884,-0.0894377563409072,0.4770976863549383,0.7285166365292024,-0.1068384142908068,0.1806996207825663,0.4444450098338384,-0.295805458833502,1.2595290090050089,0.2848594293486458,0.8993431564278187,0.6492126647608062,-0.8807448411990666
1976-10-01,-0.8608505525128167,-0.8372992765778402,-0.8184977317046271,-0.8169435814476405,-0.8664843374368886,-0.8928682381852212,-0.8524344634391176,-0.8664363508459914,-0.8206336847172045,-0.7406566419685484,-0.9544620507339674,-0.8776737227651187,-0.5934290996960586,-0.94668784385239,-0.8111127613719726,-0.9046475500913088,-0.8062682484638501,-0.7250510828040896,-0.8460464498160515,-0.8792700027437714,-0.789145893539387,-0.6848533163122034,-0.0909023296402246,-0.8522605110068334,-4.136166154210908,-0.5595633512211461,-0.5787270379000473,-0.630337126838375,-2.397777331832866,-0.6248782402689297,-0.5126937544806744,-0.3129612370542107,-0.5134973852450146,-1.061941668087426,-1.1034783811874471,-0.1003184853328982,0.2855502837170559,0.1080581871859194,-0.6523899381661509,1.1507104098245864,0.3522335099020395,0.6942307692630957,-0.0330275695558645,0.4880183415913677,0.9044621360269012,0.1317827316267805,-0.041051157705253,0.2225625771560219,-0.3955878052391561,1.3389112163098815,0.2772302831031756,0.9705131401123386,0.4252484644950686,-0.8736786707993697
1977-01-01,-0.8592080393544502,-0.832323465152961,-0.8134776504491197,-0.804297326679073,-0.8646423176020993,-0.8867928395126802,-0.8324929999682236,-0.8522188891077005,-0.7941945066598171,-0.7378925466324269,-0.9408522475174588,-0.8741009753232118,-0.5757952309843731,-0.931890703940981,-0.797073504227712,-0.8773766875013133,-0.7688324549426754,-0.7193101569402219,-0.8144975521750367,-0.8431711946626833,-0.7647659384084112,-0.6210891516572444,-0.0025884404890902,-0.8186054207903083,-3.9985707801010215,-0.5658779588827514,-0.5665120252250663,-0.5981765058459315,-2.345424091974832,-0.6248782402689297,-0.501845921547711,-0.3943709729735685,-0.4067759417633219,-0.7323948511407687,-0.9096186604734,-0.5012231505799425,0.7686497942353077,0.0308771103729262,-0.532897251349725,0.908110494362993,0.7402285294343501,0.876897913290202,0.0351911792717587,0.5166409404963747,1.574014981343354,0.4688029094382661,0.0133425213954409,0.4164916889625338,-0.2909297137024373,1.711480280429703,0.3373266355017997,0.8257425282754965,0.2649273263415803,-0.8664594342324159
1977-04-01,-0.8480278133925971,-0.8294075301170114,-0.8076908018930841,-0.7967206155772811,-0.8599189512719988,-0.8708599030936738,-0.8149927511926368,-0.836964232126655,-0.7760795998750656,-0.7367477063037327,-0.9290350903257344,-0.8544588487109618,-0.5540777897883371,-0.9153125340916776,-0.7603704972416874,-0.83626400228685,-0.7181553247886829,-0.7148157951796726,-0.7708643982844705,-0.7902046282566019,-0.7325310503844578,-0.5781320619310127,-0.1135079151660878,-0.7655337835480099,-3.828328051560925,-0.5369215408757744,-0.5441372483281309,-0.5567570340804885,-2.2833542474618653,-0.6248782402689297,-0.4679948594372636,-0.4079392622934614,-0.284651403346127,-0.4018522053335236,-0.8472355478135709,-0.4111394763365678,0.4723258352467933,0.0365942271738886,-0.4074370406523401,0.7868105366321959,0.9797959240449045,1.0381172471272966,0.1039688608720011,0.3669608526229205,1.188422386877117,0.7869378196150154,0.2464746748178565,0.4666198681154428,-0.3133083544721975,2.096759596700055,0.2945887677880865,0.7564000075646041,0.3713690278951103,-0.8594474870255013
1977-07-01,-0.8436074715904618,-0.8235534676500483,-0.8012522865162246,-0.7762397386657258,-0.8645265474299579,-0.8599138767159451,-0.7960325388281927,-0.8220060534156154,-0.7691717786250174,-0.7376079687922296,-0.9173535381902604,-0.836107319594126,-0.5436924313749862,-0.9002789598696137,-0.7578497936668652,-0.8327870938235293,-0.7111324152969611,-0.705112530182857,-0.7494514250016576,-0.7807662429724418,-0.7217063815213365,-0.5803082178844788,-0.1203426472846715,-0.7541374322655774,-3.663789081248919,-0.4922915386460879,-0.5343094913210221,-0.5433610183971691,-2.224524089086844,-0.5926306828266711,-0.4560964543581758,-0.4622124195730334,-0.1927829442665255,-0.6020806797346493,-0.7460245078624133,-0.4042320500181523,0.2958821626601036,0.0794726031811071,-0.2490652951766953,0.544210621170602,0.7766844373098692,1.0070820211161715,0.1980636312561389,0.2235643429555704,1.3969843690878618,0.7434178582580048,0.4735779735296089,0.5938572768252105,-0.279817957438532,2.2930339335189287,0.2275762408981742,0.7062212789683313,0.4809052673719041,-0.8547102700452919
1977-10-01,-0.8378922443099274,-0.8179568320517272,-0.7879797261075528,-0.7550015047450769,-0.876860780819419,-0.850902786901754,-0.7750972140098438,-0.8097480620159255,-0.7446587389395232,-0.7352063021418657,-0.9070018399358818,-0.8167775063143954,-0.5359417914005892,-0.8860955325901857,-0.7513004745050429,-0.8012676882752502,-0.7045079791158924,-0.7341135557100725,-0.7018136328247768,-0.7657024005697413,-0.685596261473379,-0.5630849816470098,-0.2120317006982223,-0.7344910376525783,-3.4823151652531066,-0.4645775613959272,-0.523424615640735,-0.5016266278194502,-2.14214645123215,-0.5926306828266711,-0.4495871115791435,-0.5164855768526053,0.0476153588339886,-0.5516348000471674,-0.6088816579191895,-0.4539896432916659,0.215056474360457,0.0271609844523006,0.0483168729202458,0.3016107057090086,0.9850039108842644,0.0823246509142396,0.3051744367678443,0.2231624646027082,1.6916506692850493,0.8557512631001567,0.5310181222409772,0.6862379417880288,-0.0567812160823853,2.575379803319717,0.0086594874286711,0.4664880557023518,0.2742164751015732,-0.8494202198142702
1978-01-01,-0.8119408749005471,-0.8153087892855304,-0.7566827754575538,-0.7411444233268552,-0.8606797571902025,-0.8342936959718278,-0.7563562623064617,-0.7908814610642896,-0.723815533691366,-0.7339169729147569,-0.8950535672899854,-0.7990970791169799,-0.5363506023676082,-0.8712136212433219,-0.7465824072942095,-0.7750542511111513,-0.6861085460633899,-0.7100394534464807,-0.678846311132901,-0.7392686387929451,-0.6653158456529046,-0.5478295726097038,-0.2238836131824921,-0.6916522821098483,-3.31416922159547,-0.4264224803216981,-0.5148953895724374,-0.4589762181199067,-2.080208332398289,-0.5926306828266711,-0.4886629219009225,-0.6793050486913209,0.1576374655161461,-0.3745980627115676,-0.4495687461530472,-0.344030367943343,-0.0450414947074013,-0.0334404536379015,0.1568585369917535,0.2409607268436098,1.1021836147698614,0.1482329724530402,0.4519405198337746,0.1870522502985745,1.5750093232293685,0.8166631510189541,0.6818452378642555,0.7843584195061788,0.0238599354549383,2.8209010635488982,-0.1322081383047648,0.3973278079832471,0.4112672934819817,-0.8394738967753055
1978-04-01,-0.8088615918823694,-0.8162183943153966,-0.7446083133933377,-0.7437206009399759,-0.8488349430226251,-0.8092607332980475,-0.7335087232951324,-0.7698364568009418,-0.6845658332416062,-0.7327595714195501,-0.8748964753923427,-0.768864639334557,-0.5608761406866194,-0.8496381361506185,-0.7112160801233692,-0.7259573053661792,-0.6266275279158164,-0.7152548505297552,-0.6060217850108377,-0.6979375464513077,-0.6204988919798557,-0.4917204406330025,-0.143560257586104,-0.6582768171489544,-3.0369336776796816,-0.385785893931545,-0.5831652500462606,-0.4470145943935431,-1.9803450924115868,-0.5926306828266711,-0.5222952963966538,-0.7200099166509999,0.2852631092674488,-0.2436430673928639,-0.453884164893816,-0.1836063100189235,0.0157694823456505,-0.1749390944617224,0.3766398501638297,-0.0016391886179835,1.58131840399097,1.3027412462236263,0.3177359199007491,0.2133182998023555,1.6817612991776183,1.1188074698897532,0.7908099048485462,0.8794613770745996,-0.0851398843561958,3.209801658095966,-0.1566063508632777,0.2111530487728827,0.141299685821888,-0.8149926887957851
1978-07-01,-0.8052049005149284,-0.8040699242227685,-0.7429461404215346,-0.7207978525566614,-0.843000396180928,-0.7932230058148426,-0.7258982529431204,-0.7510063733455018,-0.6780629221759706,-0.7321467000410103,-0.8615730395859849,-0.7396348617098499,-0.5588727038781056,-0.8358485925246886,-0.6908111268723232,-0.6875566882079098,-0.6097698637150917,-0.6944944778177521,-0.6056334064602754,-0.6775021934081876,-0.6091836205189608,-0.4767218510927082,0.0107142034353418,-0.6422747715715411,-2.915759056883043,-0.3921312227564072,-0.5743674041065725,-0.4640457577445899,-1.9132294809489792,-0.5926306828266711,-0.5036631018577125,-0.8149879418902506,0.3639289155451914,-0.3420356825865329,-0.1708138269941705,-0.1596117630978937,-0.4108045992364333,-0.1843723371833105,0.4095519828079285,0.0590107902474146,0.9771919306252244,1.3432268575772677,0.2532847965174076,0.0415598287674959,1.4005314154620023,1.1060509307580415,0.9910260084338464,0.8991703469171122,0.1844440212526232,3.3585320014435105,-0.4172890038869824,-0.0201416137155677,0.1921855040724303,-0.8200300526270061
1978-10-01,-0.7750080005395427,-0.7943392386628481,-0.7305710843747263,-0.7137968352250819,-0.8264133822179227,-0.7701231593163284,-0.7213483699080767,-0.7323145765239394,-0.6504462269705403,-0.7310402528822779,-0.8359791777314113,-0.6930820472864102,-0.5755081441095098,-0.8096555819756924,-0.6192373120678722,-0.654367129399501,-0.5781079930948606,-0.7075216328302181,-0.5733991861452875,-0.6450494659329844,-0.5750380553094198,-0.4373255510084777,0.1656011514004928,-0.6176953898731329,-2.7281430358701093,-0.3721816953150409,-0.5689026008970094,-0.4556513468127005,-1.7829954200893483,-0.5926306828266711,-0.5143308873715199,-0.9235342564493944,0.4491960482238635,-0.2090308877123642,-0.1483127663368887,-0.1442709774193415,-0.7784738088344583,0.0042925172484507,0.4448768089656963,0.0590107902474146,1.1516594897437802,1.4716813185094644,0.3984867458195125,-0.0733014290098139,1.7225637111650192,1.3468081481734273,1.5442562493666137,1.2801707426281363,0.2439687263719707,3.7105735968728735,-0.3417967230493903,0.0324437302959675,0.0886702345953726,-0.809183903287548
