,1-Year Treasury Rate,6-Month Treasury Bill:,All Employees: Construction,All Employees: Financial Activities,All Employees: Goods-Producing Industries,All Employees: Government,All Employees: Manufacturing,All Employees: Nondurable goods,All Employees: Retail Trade,All Employees: Service-Providing Industries,All Employees: Total nonfarm,"All Employees: Trade, Transportation & Utilities",All Employees: Wholesale Trade,Capacity Utilization: Manufacturing,Civilian Employment,Civilian Unemployment Rate,Civilians Unemployed for 5-14 Weeks,"Housing Starts, Midwest","Housing Starts, Northeast","Housing Starts, South","Housing Starts, West",Housing Starts: Total New Privately Owned,IP Index,IP: Business Equipment,IP: Final Products (Market Group),IP: Final Products and Nonindustrial Supplies,IP: Manufacturing (SIC),IP: Materials,M1 Money Stock,M2 Money Stock,New Private Housing Permits (SAAR),"New Private Housing Permits, Midwest (SAAR)","New Private Housing Permits, Northeast (SAAR)","New Private Housing Permits, South (SAAR)","New Private Housing Permits, West (SAAR)",Ratio of Help Wanted/No. Unemployed,Real M2 Money Stock,Real Manu. and Trade Industries Sales,Real personal consumption expenditures,Retail and Food Services Sales,PCE
1981-04-01,1.1499999999999986,1.2799999999999994,,,0.3588150592557682,-0.8197019796055471,0.7586316969428353,0.5400041543467182,0.6000172346292132,0.2876155983603468,0.3065136499376564,0.4953437146038908,0.5921427991028239,-0.2019999999999981,-0.2718191140393955,0.0999999999999996,-1.0349916442920382,,,,,,0.6709840795842581,0.7354266344121285,0.7358439010059836,0.7394204506960378,0.579647762800084,0.6002600504467992,-1.0690279076424505,-0.2359965775938555,,,,,,-0.009941113,-0.0866551180742192,-0.9181427589204816,0.363536295904332,-0.4724965284276905,1.6723149508534263
1981-07-01,1.66,0.8300000000000001,,,-0.329897206411367,-0.795282228257399,-0.4106562929507618,-0.1702128070530051,0.0913264020793391,0.0996527111404077,-0.0142102127943744,0.0751637531360316,0.0997960771851325,-0.7646000000000015,-0.2335773314188216,0.0999999999999996,4.912698792463477,,,,,,0.0334994676328026,0.0738559585555354,0.5158034078246665,0.4164895590094808,-0.1883491442900453,-0.3348223476060674,-1.0464359784823074,0.0765866153102479,,,,,,-0.0398523009999999,-0.7177844846956383,-0.8618234830017002,-0.2325109310340689,1.9348210896023232,2.095236106787013
1981-10-01,-3.67,-3.4000000000000004,,,-2.3148988399791293,0.2616497879467161,-2.6480496777958606,-1.3722342255100273,-0.721342427304883,-0.0416338310625263,-0.6382580393474058,-0.6244973189595271,-0.1497314878559308,-3.5311999999999983,-0.4196111490117005,0.9000000000000004,16.909393862283384,,,,,,-3.033914351080158,-3.381721120977321,-1.0613340636801194,-1.540275073978847,-3.962178543044281,-4.502045973187396,1.8238080502058551,0.7454069501139138,,,,,,-0.0891855779999999,1.7956134143585878,-3.447342015081034,-0.1135453939590469,-1.093294921833632,0.8289939401787905
1982-01-01,1.0999999999999996,1.25,,,-1.8861237603745808,-0.3053247223487432,-2.0288944288930466,-1.522761640849879,0.2368420887776778,-0.0282614032924399,-0.5084691287409626,-0.1405101830830091,-0.463633929121876,-0.7864000000000004,0.0270925211248496,0.5,3.871874710910994,,,,,,-0.7234328281922942,-1.6785001648254916,-0.1523322130848825,-0.2340548974427925,-0.4195226583047162,-1.2180970972996974,-0.8816568016310811,-1.1097585701884682,,,,,,-0.044933548,1.114054324819147,1.1359186179426215,0.6156725029308863,0.6047931259200112,1.9957539502975408
1982-04-01,0.120000000000001,-0.0700000000000002,,,-2.4904791556046746,-0.0499375790651512,-2.4202728683059505,-1.3980067286638589,0.394135701479037,0.0029752607074939,-0.6311758678616997,-0.086566039058411,-0.7181831136094274,-1.1551000000000045,-0.1295083382579775,0.5999999999999996,9.393403951365896,,,,,,-1.8490118342362472,-4.014902072079174,-0.985151163400122,-1.021717456456539,-1.0475141128458263,-2.6937663597079275,-0.286168126976527,0.4364701836471418,,,,,,-0.047726983,-0.2122579730316154,-0.8017631497411415,-0.1854642933379668,-0.0572239484290193,1.2531615966955734
1982-07-01,-3.2200000000000006,-3.33,,,-2.2193860114468222,-0.58236176985762,-2.063602094381345,-0.7437190311708974,-0.0634963414732681,-0.2755869134832167,-0.7618105740915482,-0.4828961392702169,-0.8939568854257729,-1.1548999999999978,-0.0391867252449884,0.5,2.345554178729614,,,,,,-1.5088682348932458,-3.246088446855433,-1.127598887114445,-0.8077874113213035,-1.1999315247291698,-2.234798083787748,1.0003812877501517,-0.428126339016277,,,,,,-0.0447049049999999,1.0357858284746335,-1.1144017805033712,1.5513111322328133,2.6201780250771023,2.2350820121588733
1982-10-01,-1.9399999999999995,-1.209999999999999,-0.2078085309649192,0.2645274407372578,-2.089778107955098,0.3635911728682828,-2.274710091437093,-0.8094782620965191,-0.1888028919802664,0.0685952904916575,-0.4630418379278467,-0.4306005072685082,-0.7902188055888715,-1.6533000000000015,-0.4754814132024165,0.7000000000000011,-1.994573999767724,5.013545295901898,4.793184525301448,6.533139378573724,5.7123798078530585,7.141564187506262,-1.998049690843695,-1.6385167802368097,-1.5633545702105067,-1.529411310371831,-2.0927526699714427,-2.487958792769529,1.7641103311970774,0.7650315183111545,7.176477804988665,5.07086741491455,4.664725708699725,6.57335470887148,5.790275642381607,-0.0059552549999999,2.528100587710292,-1.0377706365494177,1.6653362862936838,2.711862780157581,2.831470322482499
1983-01-01,0.129999999999999,0.209999999999999,-0.0459169141517839,0.7014463668861799,-0.1799848191071262,0.1500656818855361,0.125744754750201,0.1203369579632962,1.0254434043659444,0.5322482904803749,0.358707464874719,0.4197220737522045,-0.2237287552008027,2.0672,0.1483268102688839,-0.5,-8.36990188766471,5.285647906804235,5.294964973364986,6.698242368159804,5.807872836915208,7.341252163652576,2.051980923559782,0.8207839623335822,0.8165098668041715,1.3514639532252737,3.1381593493394533,2.7831207477148734,-0.5693645077410991,3.0525672613404886,7.279241818057458,5.148531139180891,4.9731515863830085,6.703127610227536,5.7466011755353765,0.02057188,5.16469328958058,3.131385100986961,1.1227913730412542,2.236696699435292,1.8013511882029043
1983-04-01,0.620000000000001,0.5200000000000014,1.4567035990841202,0.7820998344232363,1.3762316391524363,0.0936768218386063,1.4790445142510933,0.8979407834225128,1.0632035829599928,0.9312826968335132,1.0395881713057165,1.0174349051274234,1.011730339632955,2.1847000000000065,1.455393735191457,-0.200000000000001,-7.376615023960831,5.351821818913577,5.1147253352526505,6.837580998600328,6.010600856665247,7.452138718292378,2.4727475867712734,2.1557842518571846,2.193948416516012,2.327914457693492,3.156158496938355,2.6238495727745725,-0.5788332841896171,-3.693689973958936,7.4711676736597505,5.30498404614534,5.202203018649366,6.836141504483227,6.079445803213701,0.0299226069999999,0.5679489065879118,4.069631192652601,2.162261253679265,4.217833728277398,2.923076856047846
1983-07-01,0.5,0.2599999999999998,2.995832229434809,1.3165500095938698,1.949080424117433,0.1372341304520574,1.7244326186208525,0.860411775927794,1.5952827436811037,1.159661888120489,1.352713876421241,1.427411902556308,1.1025226892627416,2.925299999999993,1.3649428043583711,-0.9000000000000004,-5.334598070529317,5.460401716866524,5.00600621151666,6.867594076798941,5.971180856091602,7.464229264800946,4.091332646627599,5.661251763386899,3.8458157727533138,3.866167983096069,4.079956016877517,4.324860286854859,-0.9637498711888348,-0.4467689740576652,7.360231518964376,5.229020457328519,5.1515214814652746,6.699386777260568,5.990453083388952,0.0512643749999999,0.4346992934822324,1.3019807565536112,1.210302217124326,0.9751038406975,3.086056731317832
