,PCE,PCE_Goods,PCE_Goods_Durable_goods,PCE_Goods_Nondurable_goods,PCE_Services
2000Q1,,,,,
2000Q2,0.014157928137560116,0.009945712983299382,-0.020631990444130777,0.028749497386409306,0.01659889182183516
2000Q3,0.016105722671672762,0.013171392228468193,0.01086594966182508,0.01459188326493388,0.017754801281901544
2000Q4,0.014457478005865054,0.009800745180625459,0.004497093342108016,0.012905296950240785,0.017100303392479477
2001Q1,0.011086057872980115,0.0023261410122723536,0.01201135619130822,-0.0032961460446245816,0.01602187471752692
2001Q2,0.006718796906494351,0.004361395646606869,-0.007876564523090157,0.01157466293563969,0.00800693934743446
2001Q3,0.00397597375857317,0.0020317915620891025,0.00478520935290927,0.0005029548598014522,0.005074910085832274
2001Q4,0.016548095554643982,0.024888676844783797,0.07793051196016876,-0.005969586527585724,0.011942657680402036
2002Q1,0.004229682912915811,-0.00616805027542866,-0.01978110252033327,0.0023389594791072277,0.010044473370213636
2002Q2,0.012510910677916875,0.00975838245052496,0.0012292562999385304,0.015073158425832567,0.014004037974139738
2002Q3,0.012192118226600934,0.012176736634581964,0.024861878453038777,0.004473438956197562,0.012221986867189116
2002Q4,0.01026077787240931,0.0036663611365719273,-0.015573525007487321,0.015587307478196255,0.013874066168623411
2003Q1,0.012605379365716596,0.011149162861491702,-0.01176351282831356,0.024910165052682842,0.013374613003096059
2003Q2,0.012461676710011638,0.007752229706845304,0.034171369933299056,-0.0075469455669122665,0.015031162165465073
2003Q3,0.02080532532793833,0.03297359871541117,0.033736852550109164,0.03257289982635769,0.014266795087888084
2003Q4,0.011840069557212063,0.008206203456004646,0.005087348819351023,0.010031893302406392,0.013808930302490863
2004Q1,0.017097365261894204,0.019470041952023953,0.01633081845095985,0.021357216672407864,0.01580642013855016
2004Q2,0.012213000695755927,0.009074282498593211,0.001691411388836661,0.013490725126475533,0.01394678705215635
2004Q3,0.016717605037375183,0.014743813175322584,0.017823639774859235,0.012922906267332168,0.01779049279096645
2004Q4,0.019955814711528186,0.025143406725517847,0.020368663594469982,0.02803482450856931,0.017144452717795966
2005Q1,0.012203205264777583,0.005830122298542406,0.0026194562370156493,0.007723035952063917,0.015684193188265194
2005Q2,0.01747021060140086,0.018488290749192116,0.02513513513513521,0.014534883720930258,0.01691952863166235
2005Q3,0.019192975600786033,0.026296853535684006,0.0122154846647331,0.034644438655899945,0.015326824600882416
2005Q4,0.009832996921550041,-0.0010516922684684626,-0.0322104532036811,0.016968781470292127,0.0158109664584134
2006Q1,0.01618036246691923,0.019875578242144032,0.035345832959540635,0.011387829875724176,0.014173309510720156
2006Q2,0.013999692314454526,0.009165415415415268,-0.004245732605493324,0.01669359181475505,0.016651703284603636
2006Q3,0.013676362217694527,0.014661665788413325,0.00983292725374163,0.017382511556240265,0.013113169821380888
2006Q4,0.00786845987726914,-0.003421518910001864,0.007669108143041781,-0.009512991622887879,0.013946680262487021
2007Q1,0.015348876678617618,0.014070259334191704,0.008209338122113774,0.01734518348623837,0.01604191335095928
2007Q2,0.011136532213412043,0.01320999969771175,0.005682782018660015,0.017378234934948944,0.01004150702426565
2007Q3,0.012367363385578534,0.008413389820394856,0.00522897866239358,0.010202668390194347,0.014462058828178082
2007Q4,0.014155372305682645,0.01426035502958567,0.0031042872724220683,0.020290649849191267,0.014115667456063852
2008Q1,0.006772599651809763,-0.006359022227407918,-0.035212445633991174,0.009092537848248705,0.013688738669534573
2008Q2,0.012544480428611449,0.010891263503992388,-0.013697442566103168,0.02348084690842911,0.013367484578893807
2008Q3,0.002882555602720771,-0.00453027443008569,-0.036828689461193664,0.011406019602740791,0.006715223666302617
2008Q4,-0.02482503371361644,-0.07374777560605628,-0.08012411023909471,-0.07075168303246004,0.00010399334442601216
2009Q1,-0.009276362938961724,-0.017353784132783212,-0.00347222222222221,-0.02381062249088639,-0.005496219492268195
2009Q2,-0.0009679062659194715,0.004647435897435992,-0.009756097560975618,0.01148664618293549,-0.0035698815516288507
2009Q3,0.013655601448166799,0.02998883394480778,0.04061526088267797,0.025049070006542662,0.005981112277019918
2009Q4,0.006599995975612227,0.0026637757472509627,-0.02019128586609975,0.01344943922677122,0.008493644667630251
2010Q1,0.009675162418790517,0.008989527663649577,0.006803391835929817,0.009986953979036262,0.010017878514753553
2010Q2,0.010522877111009965,0.007654154675157621,0.022328861032220315,0.0009799118079374391,0.011878812703892683
2010Q3,0.009081023892790974,0.007261789013125908,0.008142542389117713,0.006852667645619093,0.009932195058480087
2010Q4,0.012571839080459668,0.02524810714608927,0.024705435195742975,0.025500508242365383,0.006570659642693544
2011Q1,0.012262351034965535,0.020654348593621252,0.008809347181008897,0.02615928288226166,0.008205930455805976
2011Q2,0.010873065484646949,0.013116171807437293,-0.004596010662744732,0.02120868506152629,0.00978953901709656
2011Q3,0.007682938255410887,0.003784322094181336,0.007295225782620651,0.002220759993420085,0.009596848545805114
2011Q4,0.005039516503951624,0.009467656896649412,0.01980198019801982,0.00484201887566682,0.0028641401353202145
2012Q1,0.013886319061540142,0.018954285072447563,0.023103200287666104,0.01706958510290746,0.011396247240618163
2012Q2,0.0041790990300476505,-0.0033896436740429303,-0.003953958351638698,-0.0031317754757889116,0.007925681390336337
2012Q3,0.004934076019300182,0.004258378497953741,0.007145377558221755,0.002940228773964826,0.00526479624291154
2012Q4,0.009611733005407297,0.011647117132000506,0.019181921695716753,0.00819244207059966,0.00861651138995101
2013Q1,0.010030719077173789,0.017038186222476215,0.02243038844963907,0.014538936466839347,0.006580703721501324
